tanggal,wilayah,waktu,cuaca,kelembaban_persen,suhu_derajat_celcius
2017-02-09,Jakarta Pusat,Malam,Hujan Ringan,65 - 95,24 - 32
2017-02-09,Jakarta Utara,Malam,Hujan Sedang,65 - 95,24 - 32
2017-02-09,Jakarta Timur,Dini Hari,Berawan,65 - 95,24 - 32
2017-02-09,Jakarta Barat,Dini Hari,Berawan,65 - 95,24 - 32
2017-02-09,Jakarta Selatan,Dini Hari,Hujan Ringan,65 - 95,24 - 32
2017-02-09,Kepulauan Seribu,Dini Hari,Hujan Ringan,65 - 95,24 - 32
2017-02-09,Jakarta Pusat,Dini Hari,Berawan,65 - 95,24 - 32
2017-02-09,Jakarta Utara,Dini Hari,Berawan,65 - 95,24 - 32
2017-02-10,Jakarta Timur,Pagi,Hujan Petir,80 - 95,24 - 29
2017-02-10,Jakarta Barat,Pagi,Hujan Ringan,80 - 95,24 - 29
2017-02-10,Jakarta Selatan,Pagi,Hujan Petir,80 - 95,24 - 29
2017-02-10,Kepulauan Seribu,Pagi,Hujan Petir,80 - 95,24 - 29
2017-02-10,Jakarta Pusat,Pagi,Hujan Ringan,80 - 95,24 - 29
2017-02-10,Jakarta Utara,Pagi,Hujan Sedang,80 - 95,24 - 29
2017-02-10,Jakarta Timur,Siang,Hujan Petir,80 - 95,24 - 29
2017-02-10,Jakarta Barat,Siang,Hujan Petir,80 - 95,24 - 29
2017-02-10,Jakarta Selatan,Siang,Hujan Sedang,80 - 95,24 - 29
2017-02-10,Kepulauan Seribu,Siang,Hujan Petir,80 - 95,24 - 29
2017-02-10,Jakarta Pusat,Siang,Hujan Petir,80 - 95,24 - 29
2017-02-10,Jakarta Utara,Siang,Hujan Petir,80 - 95,24 - 29
2017-02-10,Jakarta Timur,Malam,Hujan Petir,80 - 95,24 - 29
2017-02-10,Jakarta Barat,Malam,Hujan Ringan,80 - 95,24 - 29
2017-02-10,Jakarta Selatan,Malam,Hujan Ringan,80 - 95,24 - 29
2017-02-10,Kepulauan Seribu,Malam,Hujan Petir,80 - 95,24 - 29
2017-02-10,Jakarta Pusat,Malam,Hujan Sedang,80 - 95,24 - 29
2017-02-10,Jakarta Utara,Malam,Hujan Petir,80 - 95,24 - 29
2017-02-10,Jakarta Timur,Dini Hari,Hujan Ringan,80 - 95,24 - 29
2017-02-10,Jakarta Barat,Dini Hari,Hujan Ringan,80 - 95,24 - 29
2017-02-10,Jakarta Selatan,Dini Hari,Hujan Ringan,80 - 95,24 - 29
2017-02-10,Kepulauan Seribu,Dini Hari,Hujan Petir,80 - 95,24 - 29
2017-02-10,Jakarta Pusat,Dini Hari,Hujan Ringan,80 - 95,24 - 29
2017-02-10,Jakarta Utara,Dini Hari,Hujan Ringan,80 - 95,24 - 29
2017-02-11,Jakarta Timur,Pagi,Hujan Petir,80 - 100,23 - 31
2017-02-11,Jakarta Barat,Pagi,Hujan Ringan,80 - 100,23 - 31
2017-02-11,Jakarta Selatan,Pagi,Hujan Petir,80 - 100,23 - 31
2017-02-11,Kepulauan Seribu,Pagi,Hujan Petir,80 - 100,23 - 31
2017-02-11,Jakarta Pusat,Pagi,Hujan Ringan,80 - 100,23 - 31
2017-02-11,Jakarta Utara,Pagi,Hujan Sedang,80 - 100,23 - 31
2017-02-11,Jakarta Timur,Siang,Hujan Sedang,80 - 100,23 - 31
2017-02-11,Jakarta Barat,Siang,Hujan Ringan,80 - 100,23 - 31
2017-02-11,Jakarta Selatan,Siang,Hujan Lokal,80 - 100,23 - 31
2017-02-11,Kepulauan Seribu,Siang,Hujan Petir,80 - 100,23 - 31
2017-02-11,Jakarta Pusat,Siang,Hujan Ringan,80 - 100,23 - 31
2017-02-11,Jakarta Utara,Siang,Hujan Petir,80 - 100,23 - 31
2017-02-11,Jakarta Timur,Malam,Hujan Lokal,80 - 100,23 - 31
2017-02-11,Jakarta Barat,Malam,Hujan Ringan,80 - 100,23 - 31
2017-02-11,Jakarta Selatan,Malam,Hujan Lokal,80 - 100,23 - 31
2017-02-11,Kepulauan Seribu,Malam,Hujan Sedang,80 - 100,23 - 31
2017-02-11,Jakarta Pusat,Malam,Hujan Lokal,80 - 100,23 - 31
2017-02-11,Jakarta Utara,Malam,Hujan Sedang,80 - 100,23 - 31
2017-02-11,Jakarta Timur,Dini Hari,Hujan Ringan,80 - 100,23 - 31
2017-02-11,Jakarta Barat,Dini Hari,Hujan Ringan,80 - 100,23 - 31
2017-02-11,Jakarta Selatan,Dini Hari,Hujan Ringan,80 - 100,23 - 31
2017-02-11,Kepulauan Seribu,Dini Hari,Hujan Petir,80 - 100,23 - 31
2017-02-11,Jakarta Pusat,Dini Hari,Hujan Ringan,80 - 100,23 - 31
2017-02-11,Jakarta Utara,Dini Hari,Hujan Ringan,80 - 100,23 - 31
2017-02-12,Jakarta Timur,Pagi,Hujan Ringan,75 - 95,23 - 31
2017-02-12,Jakarta Barat,Pagi,Hujan Sedang,75 - 95,23 - 31
2017-02-12,Jakarta Selatan,Pagi,Hujan Petir,75 - 95,23 - 31
2017-02-12,Kepulauan Seribu,Pagi,Hujan Sedang,75 - 95,23 - 31
2017-02-12,Jakarta Pusat,Pagi,Hujan Ringan,75 - 95,23 - 31
2017-02-12,Jakarta Utara,Pagi,Hujan Sedang,75 - 95,23 - 31
2017-02-12,Jakarta Timur,Siang,Hujan Ringan,75 - 95,23 - 31
2017-02-12,Jakarta Barat,Siang,Hujan Lokal,75 - 95,23 - 31
2017-02-12,Jakarta Selatan,Siang,Hujan Lokal,75 - 95,23 - 31
2017-02-12,Kepulauan Seribu,Siang,Hujan Sedang,75 - 95,23 - 31
2017-02-12,Jakarta Pusat,Siang,Hujan Ringan,75 - 95,23 - 31
2017-02-12,Jakarta Utara,Siang,Hujan Sedang,75 - 95,23 - 31
2017-02-12,Jakarta Timur,Malam,Hujan Sedang,75 - 95,23 - 31
2017-02-12,Jakarta Barat,Malam,Hujan Sedang,75 - 95,23 - 31
2017-02-12,Jakarta Selatan,Malam,Hujan Sedang,75 - 95,23 - 31
2017-02-12,Kepulauan Seribu,Malam,Hujan Sedang,75 - 95,23 - 31
2017-02-12,Jakarta Pusat,Malam,Hujan Sedang,75 - 95,23 - 31
2017-02-12,Jakarta Utara,Malam,Hujan Sedang,75 - 95,23 - 31
2017-02-12,Jakarta Timur,Dini Hari,Hujan Sedang,75 - 95,23 - 31
2017-02-12,Jakarta Barat,Dini Hari,Hujan Sedang,75 - 95,23 - 31
2017-02-12,Jakarta Selatan,Dini Hari,Hujan Sedang,75 - 95,23 - 31
2017-02-12,Kepulauan Seribu,Dini Hari,Hujan Sedang,75 - 95,23 - 31
2017-02-12,Jakarta Pusat,Dini Hari,Hujan Sedang,75 - 95,23 - 31
2017-02-12,Jakarta Utara,Dini Hari,Hujan Sedang,75 - 95,23 - 31
2017-02-13,Jakarta Timur,Pagi,Hujan Ringan,70 - 90,24 - 30
2017-02-13,Jakarta Barat,Pagi,Hujan Sedang,70 - 90,24 - 30
2017-02-13,Jakarta Selatan,Pagi,Hujan Sedang,70 - 90,24 - 30
2017-02-13,Kepulauan Seribu,Pagi,Hujan Ringan,70 - 90,24 - 30
2017-02-13,Jakarta Pusat,Pagi,Hujan Ringan,70 - 90,24 - 30
2017-02-13,Jakarta Utara,Pagi,Hujan Ringan,70 - 90,24 - 30
2017-02-13,Jakarta Timur,Siang,Hujan Sedang,70 - 90,24 - 30
2017-02-13,Jakarta Barat,Siang,Hujan Sedang,70 - 90,24 - 30
2017-02-13,Jakarta Selatan,Siang,Hujan Lokal,70 - 90,24 - 30
2017-02-13,Kepulauan Seribu,Siang,Hujan Sedang,70 - 90,24 - 30
2017-02-13,Jakarta Pusat,Siang,Hujan Ringan,70 - 90,24 - 30
2017-02-13,Jakarta Utara,Siang,Hujan Ringan,70 - 90,24 - 30
2017-02-13,Jakarta Timur,Malam,Hujan Lokal,70 - 90,24 - 30
2017-02-13,Jakarta Barat,Malam,Hujan Lokal,70 - 90,24 - 30
2017-02-13,Jakarta Selatan,Malam,Hujan Lokal,70 - 90,24 - 30
2017-02-13,Kepulauan Seribu,Malam,Hujan Sedang,70 - 90,24 - 30
2017-02-13,Jakarta Pusat,Malam,Hujan Lokal,70 - 90,24 - 30
2017-02-13,Jakarta Utara,Malam,Hujan Ringan,70 - 90,24 - 30
2017-02-13,Jakarta Timur,Dini Hari,Berawan,70 - 90,24 - 30
2017-02-13,Jakarta Barat,Dini Hari,Hujan Ringan,70 - 90,24 - 30
2017-02-13,Jakarta Selatan,Dini Hari,Berawan,70 - 90,24 - 30
2017-02-13,Kepulauan Seribu,Dini Hari,Hujan Ringan,70 - 90,24 - 30
2017-02-13,Jakarta Pusat,Dini Hari,Berawan Tebal,70 - 90,24 - 30
2017-02-13,Jakarta Utara,Dini Hari,Hujan Ringan,70 - 90,24 - 30
2017-02-14,Jakarta Timur,Pagi,Hujan Petir,90 - 95,24 - 28
2017-02-14,Jakarta Barat,Pagi,Hujan Sedang,90 - 95,24 - 28
2017-02-14,Jakarta Selatan,Pagi,Hujan Petir,90 - 95,24 - 28
2017-02-14,Kepulauan Seribu,Pagi,Hujan Lokal,90 - 95,24 - 28
2017-02-14,Jakarta Pusat,Pagi,Hujan Sedang,90 - 95,24 - 28
2017-02-14,Jakarta Utara,Pagi,Hujan Petir,90 - 95,24 - 28
2017-02-14,Jakarta Timur,Siang,Hujan Ringan,90 - 95,24 - 28
2017-02-14,Jakarta Barat,Siang,Hujan Petir,90 - 95,24 - 28
2017-02-14,Jakarta Selatan,Siang,Hujan Ringan,90 - 95,24 - 28
2017-02-14,Kepulauan Seribu,Siang,Hujan Petir,90 - 95,24 - 28
2017-02-14,Jakarta Pusat,Siang,Hujan Petir,90 - 95,24 - 28
2017-02-14,Jakarta Utara,Siang,Hujan Petir,90 - 95,24 - 28
2017-02-14,Jakarta Timur,Malam,Hujan Ringan,90 - 95,24 - 28
2017-02-14,Jakarta Barat,Malam,Hujan Ringan,90 - 95,24 - 28
2017-02-14,Jakarta Selatan,Malam,Hujan Ringan,90 - 95,24 - 28
2017-02-14,Kepulauan Seribu,Malam,Hujan Petir,90 - 95,24 - 28
2017-02-14,Jakarta Pusat,Malam,Hujan Ringan,90 - 95,24 - 28
2017-02-14,Jakarta Utara,Malam,Hujan Sedang,90 - 95,24 - 28
2017-02-14,Jakarta Timur,Dini Hari,Hujan Ringan,90 - 95,24 - 28
2017-02-14,Jakarta Barat,Dini Hari,Hujan Sedang,90 - 95,24 - 28
2017-02-14,Jakarta Selatan,Dini Hari,Hujan Ringan,90 - 95,24 - 28
2017-02-14,Kepulauan Seribu,Dini Hari,Hujan Petir,90 - 95,24 - 28
2017-02-14,Jakarta Pusat,Dini Hari,Hujan Sedang,90 - 95,24 - 28
2017-02-14,Jakarta Utara,Dini Hari,Hujan Petir,90 - 95,24 - 28
2017-02-15,Jakarta Timur,Pagi,Hujan Ringan,85 - 95,24 - 30
2017-02-15,Jakarta Barat,Pagi,Hujan Ringan,85 - 95,24 - 30
2017-02-15,Jakarta Selatan,Pagi,Hujan Lokal,85 - 95,24 - 30
2017-02-15,Kepulauan Seribu,Pagi,Hujan Ringan,85 - 95,24 - 30
2017-02-15,Jakarta Pusat,Pagi,Hujan Lokal,85 - 95,24 - 30
2017-02-15,Jakarta Utara,Pagi,Hujan Ringan,85 - 95,24 - 30
2017-02-15,Jakarta Timur,Siang,Hujan Ringan,85 - 95,24 - 30
2017-02-15,Jakarta Barat,Siang,Hujan Ringan,85 - 95,24 - 30
2017-02-15,Jakarta Selatan,Siang,Hujan Ringan,85 - 95,24 - 30
2017-02-15,Kepulauan Seribu,Siang,Hujan Sedang,85 - 95,24 - 30
2017-02-15,Jakarta Pusat,Siang,Hujan Ringan,85 - 95,24 - 30
2017-02-15,Jakarta Utara,Siang,Hujan Sedang,85 - 95,24 - 30
2017-02-15,Jakarta Timur,Malam,Berawan,85 - 95,24 - 30
2017-02-15,Jakarta Barat,Malam,Berawan,85 - 95,24 - 30
2017-02-15,Jakarta Selatan,Malam,Berawan,85 - 95,24 - 30
2017-02-15,Kepulauan Seribu,Malam,Hujan Petir,85 - 95,24 - 30
2017-02-15,Jakarta Pusat,Malam,Berawan Tebal,85 - 95,24 - 30
2017-02-15,Jakarta Utara,Malam,Hujan Sedang,85 - 95,24 - 30
2017-02-15,Jakarta Timur,Dini Hari,Hujan Lokal,85 - 95,24 - 30
2017-02-15,Jakarta Barat,Dini Hari,Hujan Lokal,85 - 95,24 - 30
2017-02-15,Jakarta Selatan,Dini Hari,Hujan Lokal,85 - 95,24 - 30
2017-02-15,Kepulauan Seribu,Dini Hari,Hujan Sedang,85 - 95,24 - 30
2017-02-15,Jakarta Pusat,Dini Hari,Hujan Lokal,85 - 95,24 - 30
2017-02-15,Jakarta Utara,Dini Hari,Hujan Sedang,85 - 95,24 - 30
2017-02-17,Jakarta Timur,Pagi,Hujan Ringan,60 - 95,23 - 32
2017-02-17,Jakarta Barat,Pagi,Hujan Ringan,60 - 95,23 - 32
2017-02-17,Jakarta Selatan,Pagi,Hujan Sedang,60 - 95,23 - 32
2017-02-17,Kepulauan Seribu,Pagi,Hujan Ringan,60 - 95,23 - 32
2017-02-17,Jakarta Pusat,Pagi,Hujan Ringan,60 - 95,23 - 32
2017-02-17,Jakarta Utara,Pagi,Hujan Ringan,60 - 95,23 - 32
2017-02-17,Jakarta Timur,Siang,Hujan Ringan,60 - 95,23 - 32
2017-02-17,Jakarta Barat,Siang,Hujan Sedang,60 - 95,23 - 32
2017-02-17,Jakarta Selatan,Siang,Hujan Ringan,60 - 95,23 - 32
2017-02-17,Kepulauan Seribu,Siang,Hujan Sedang,60 - 95,23 - 32
2017-02-17,Jakarta Pusat,Siang,Hujan Sedang,60 - 95,23 - 32
2017-02-17,Jakarta Utara,Siang,Hujan Sedang,60 - 95,23 - 32
2017-02-17,Jakarta Timur,Malam,Hujan Lokal,60 - 95,23 - 32
2017-02-17,Jakarta Barat,Malam,Hujan Ringan,60 - 95,23 - 32
2017-02-17,Jakarta Selatan,Malam,Hujan Lokal,60 - 95,23 - 32
2017-02-17,Kepulauan Seribu,Malam,Hujan Sedang,60 - 95,23 - 32
2017-02-17,Jakarta Pusat,Malam,Hujan Ringan,60 - 95,23 - 32
2017-02-17,Jakarta Utara,Malam,Hujan Sedang,60 - 95,23 - 32
2017-02-17,Jakarta Timur,Dini Hari,Hujan Ringan,60 - 95,23 - 32
2017-02-17,Jakarta Barat,Dini Hari,Hujan Ringan,60 - 95,23 - 32
2017-02-17,Jakarta Selatan,Dini Hari,Hujan Lokal,60 - 95,23 - 32
2017-02-17,Kepulauan Seribu,Dini Hari,Hujan Ringan,60 - 95,23 - 32
2017-02-17,Jakarta Pusat,Dini Hari,Hujan Ringan,60 - 95,23 - 32
2017-02-17,Jakarta Utara,Dini Hari,Hujan Ringan,60 - 95,23 - 32
2017-02-18,Jakarta Timur,Pagi,Hujan Ringan,80 - 95,24 - 31
2017-02-18,Jakarta Barat,Pagi,Hujan Ringan,80 - 95,24 - 31
2017-02-18,Jakarta Selatan,Pagi,Hujan Sedang,80 - 95,24 - 31
2017-02-18,Kepulauan Seribu,Pagi,Berawan,80 - 95,24 - 31
2017-02-18,Jakarta Pusat,Pagi,Hujan Lokal,80 - 95,24 - 31
2017-02-18,Jakarta Utara,Pagi,Hujan Lokal,80 - 95,24 - 31
2017-02-18,Jakarta Timur,Siang,Hujan Lokal,80 - 95,24 - 31
2017-02-18,Jakarta Barat,Siang,Berawan Tebal,80 - 95,24 - 31
2017-02-18,Jakarta Selatan,Siang,Berawan,80 - 95,24 - 31
2017-02-18,Kepulauan Seribu,Siang,Hujan Petir,80 - 95,24 - 31
2017-02-18,Jakarta Pusat,Siang,Berawan Tebal,80 - 95,24 - 31
2017-02-18,Jakarta Utara,Siang,Hujan Lokal,80 - 95,24 - 31
2017-02-18,Jakarta Timur,Malam,Berawan Tebal,80 - 95,24 - 31
2017-02-18,Jakarta Barat,Malam,Berawan Tebal,80 - 95,24 - 31
2017-02-18,Jakarta Selatan,Malam,Berawan Tebal,80 - 95,24 - 31
2017-02-18,Kepulauan Seribu,Malam,Hujan Lokal,80 - 95,24 - 31
2017-02-18,Jakarta Pusat,Malam,Hujan Lokal,80 - 95,24 - 31
2017-02-18,Jakarta Utara,Malam,Hujan Lokal,80 - 95,24 - 31
2017-02-18,Jakarta Timur,Dini Hari,Hujan Lokal,80 - 95,24 - 31
2017-02-18,Jakarta Barat,Dini Hari,Hujan Lokal,80 - 95,24 - 31
2017-02-18,Jakarta Selatan,Dini Hari,Hujan Lokal,80 - 95,24 - 31
2017-02-18,Kepulauan Seribu,Dini Hari,Hujan Sedang,80 - 95,24 - 31
2017-02-18,Jakarta Pusat,Dini Hari,Hujan Lokal,80 - 95,24 - 31
2017-02-18,Jakarta Utara,Dini Hari,Hujan Lokal,80 - 95,24 - 31
2017-02-19,Jakarta Timur,Pagi,Hujan Lokal,80 - 95,24 - 32
2017-02-19,Jakarta Barat,Pagi,Hujan Lokal,80 - 95,24 - 32
2017-02-19,Jakarta Selatan,Pagi,Hujan Lokal,80 - 95,24 - 32
2017-02-19,Kepulauan Seribu,Pagi,Hujan Lokal,80 - 95,24 - 32
2017-02-19,Jakarta Pusat,Pagi,Hujan Lokal,80 - 95,24 - 32
2017-02-19,Jakarta Utara,Pagi,Hujan Lokal,80 - 95,24 - 32
2017-02-19,Jakarta Timur,Siang,Hujan Lokal,80 - 95,24 - 32
2017-02-19,Jakarta Barat,Siang,Berawan Tebal,80 - 95,24 - 32
2017-02-19,Jakarta Selatan,Siang,Berawan,80 - 95,24 - 32
2017-02-19,Kepulauan Seribu,Siang,Hujan Ringan,80 - 95,24 - 32
2017-02-19,Jakarta Pusat,Siang,Berawan,80 - 95,24 - 32
2017-02-19,Jakarta Utara,Siang,Hujan Ringan,80 - 95,24 - 32
2017-02-19,Jakarta Timur,Malam,Hujan Ringan,80 - 95,24 - 32
2017-02-19,Jakarta Barat,Malam,Hujan Lokal,80 - 95,24 - 32
2017-02-19,Jakarta Selatan,Malam,Hujan Lokal,80 - 95,24 - 32
2017-02-19,Kepulauan Seribu,Malam,Hujan Petir,80 - 95,24 - 32
2017-02-19,Jakarta Pusat,Malam,Hujan Lokal,80 - 95,24 - 32
2017-02-19,Jakarta Utara,Malam,Hujan Lokal,80 - 95,24 - 32
2017-02-19,Jakarta Timur,Dini Hari,Hujan Lokal,80 - 95,24 - 32
2017-02-19,Jakarta Barat,Dini Hari,Hujan Sedang,80 - 95,24 - 32
2017-02-19,Jakarta Selatan,Dini Hari,Hujan Lokal,80 - 95,24 - 32
2017-02-19,Kepulauan Seribu,Dini Hari,Hujan Sedang,80 - 95,24 - 32
2017-02-19,Jakarta Pusat,Dini Hari,Hujan Lokal,80 - 95,24 - 32
2017-02-19,Jakarta Utara,Dini Hari,Hujan Sedang,80 - 95,24 - 32
2017-02-20,Jakarta Timur,Pagi,Hujan Sedang,75 - 100,24 - 31
2017-02-20,Jakarta Barat,Pagi,Hujan Lokal,75 - 100,24 - 31
2017-02-20,Jakarta Selatan,Pagi,Hujan Sedang,75 - 100,24 - 31
2017-02-20,Kepulauan Seribu,Pagi,Hujan Lokal,75 - 100,24 - 31
2017-02-20,Jakarta Pusat,Pagi,Hujan Lokal,75 - 100,24 - 31
2017-02-20,Jakarta Utara,Pagi,Hujan Sedang,75 - 100,24 - 31
2017-02-20,Jakarta Timur,Siang,Hujan Lokal,75 - 100,24 - 31
2017-02-20,Jakarta Barat,Siang,Berawan Tebal,75 - 100,24 - 31
2017-02-20,Jakarta Selatan,Siang,Berawan,75 - 100,24 - 31
2017-02-20,Kepulauan Seribu,Siang,Hujan Ringan,75 - 100,24 - 31
2017-02-20,Jakarta Pusat,Siang,Berawan,75 - 100,24 - 31
2017-02-20,Jakarta Utara,Siang,Hujan Ringan,75 - 100,24 - 31
2017-02-20,Jakarta Timur,Malam,Hujan Ringan,75 - 100,24 - 31
2017-02-20,Jakarta Barat,Malam,Hujan Lokal,75 - 100,24 - 31
2017-02-20,Jakarta Selatan,Malam,Hujan Lokal,75 - 100,24 - 31
2017-02-20,Kepulauan Seribu,Malam,Hujan Petir,75 - 100,24 - 31
2017-02-20,Jakarta Pusat,Malam,Hujan Lokal,75 - 100,24 - 31
2017-02-20,Jakarta Utara,Malam,Hujan Lokal,75 - 100,24 - 31
2017-02-20,Jakarta Timur,Dini Hari,Hujan Petir,75 - 100,24 - 31
2017-02-20,Jakarta Barat,Dini Hari,Hujan Sedang,75 - 100,24 - 31
2017-02-20,Jakarta Selatan,Dini Hari,Hujan Sedang,75 - 100,24 - 31
2017-02-20,Kepulauan Seribu,Dini Hari,Hujan Sedang,75 - 100,24 - 31
2017-02-20,Jakarta Pusat,Dini Hari,Hujan Sedang,75 - 100,24 - 31
2017-02-20,Jakarta Utara,Dini Hari,Hujan Sedang,75 - 100,24 - 31
2017-02-24,Jakarta Timur,Pagi,Hujan Sedang,60 - 85,25 - 32
2017-02-24,Jakarta Barat,Pagi,Hujan Sedang,60 - 85,25 - 32
2017-02-24,Jakarta Selatan,Pagi,Hujan Petir,60 - 85,25 - 32
2017-02-24,Kepulauan Seribu,Pagi,Hujan Ringan,60 - 85,25 - 32
2017-02-24,Jakarta Pusat,Pagi,Hujan Lokal,60 - 85,25 - 32
2017-02-24,Jakarta Utara,Pagi,Hujan Ringan,60 - 85,25 - 32
2017-02-24,Jakarta Timur,Siang,Hujan Ringan,60 - 85,25 - 32
2017-02-24,Jakarta Barat,Siang,Hujan Ringan,60 - 85,25 - 32
2017-02-24,Jakarta Selatan,Siang,Hujan Sedang,60 - 85,25 - 32
2017-02-24,Kepulauan Seribu,Siang,Hujan Ringan,60 - 85,25 - 32
2017-02-24,Jakarta Pusat,Siang,Hujan Ringan,60 - 85,25 - 32
2017-02-24,Jakarta Utara,Siang,Hujan Ringan,60 - 85,25 - 32
2017-02-24,Jakarta Timur,Malam,Berawan Tebal,60 - 85,25 - 32
2017-02-24,Jakarta Barat,Malam,Hujan Ringan,60 - 85,25 - 32
2017-02-24,Jakarta Selatan,Malam,Berawan Tebal,60 - 85,25 - 32
2017-02-24,Kepulauan Seribu,Malam,Hujan Sedang,60 - 85,25 - 32
2017-02-24,Jakarta Pusat,Malam,Berawan Tebal,60 - 85,25 - 32
2017-02-24,Jakarta Utara,Malam,Hujan Lokal,60 - 85,25 - 32
2017-02-24,Jakarta Timur,Dini Hari,Berawan,60 - 85,25 - 32
2017-02-24,Jakarta Barat,Dini Hari,Hujan Lokal,60 - 85,25 - 32
2017-02-24,Jakarta Selatan,Dini Hari,Berawan,60 - 85,25 - 32
2017-02-24,Kepulauan Seribu,Dini Hari,Hujan Lokal,60 - 85,25 - 32
2017-02-24,Jakarta Pusat,Dini Hari,Berawan,60 - 85,25 - 32
2017-02-24,Jakarta Utara,Dini Hari,Hujan Lokal,60 - 85,25 - 32
2017-02-25,Jakarta Timur,Pagi,Hujan Petir,55 - 95,24 - 29
2017-02-25,Jakarta Barat,Pagi,Hujan Sedang,55 - 95,24 - 29
2017-02-25,Jakarta Selatan,Pagi,Hujan Petir,55 - 95,24 - 29
2017-02-25,Kepulauan Seribu,Pagi,Hujan Ringan,55 - 95,24 - 29
2017-02-25,Jakarta Pusat,Pagi,Hujan Ringan,55 - 95,24 - 29
2017-02-25,Jakarta Utara,Pagi,Hujan Ringan,55 - 95,24 - 29
2017-02-25,Jakarta Timur,Siang,Hujan Ringan,55 - 95,24 - 29
2017-02-25,Jakarta Barat,Siang,Hujan Ringan,55 - 95,24 - 29
2017-02-25,Jakarta Selatan,Siang,Hujan Ringan,55 - 95,24 - 29
2017-02-25,Kepulauan Seribu,Siang,Hujan Petir,55 - 95,24 - 29
2017-02-25,Jakarta Pusat,Siang,Hujan Petir,55 - 95,24 - 29
2017-02-25,Jakarta Utara,Siang,Hujan Petir,55 - 95,24 - 29
2017-02-25,Jakarta Timur,Malam,Berawan,55 - 95,24 - 29
2017-02-25,Jakarta Barat,Malam,Udara Kabur,55 - 95,24 - 29
2017-02-25,Jakarta Selatan,Malam,Berawan,55 - 95,24 - 29
2017-02-25,Kepulauan Seribu,Malam,Berawan Tebal,55 - 95,24 - 29
2017-02-25,Jakarta Pusat,Malam,Berawan Tebal,55 - 95,24 - 29
2017-02-25,Jakarta Utara,Malam,Berawan Tebal,55 - 95,24 - 29
2017-02-25,Jakarta Timur,Dini Hari,Berawan Tebal,55 - 95,24 - 29
2017-02-25,Jakarta Barat,Dini Hari,Berawan,55 - 95,24 - 29
2017-02-25,Jakarta Selatan,Dini Hari,Berawan Tebal,55 - 95,24 - 29
2017-02-25,Kepulauan Seribu,Dini Hari,Hujan Lokal,55 - 95,24 - 29
2017-02-25,Jakarta Pusat,Dini Hari,Berawan Tebal,55 - 95,24 - 29
2017-02-25,Jakarta Utara,Dini Hari,Berawan Tebal,55 - 95,24 - 29
2017-02-26,Jakarta Timur,Pagi,Hujan Sedang,75 - 95,23 - 31
2017-02-26,Jakarta Barat,Pagi,Hujan Ringan,75 - 95,23 - 31
2017-02-26,Jakarta Selatan,Pagi,Hujan Sedang,75 - 95,23 - 31
2017-02-26,Kepulauan Seribu,Pagi,Berawan Tebal,75 - 95,23 - 31
2017-02-26,Jakarta Pusat,Pagi,Hujan Ringan,75 - 95,23 - 31
2017-02-26,Jakarta Utara,Pagi,Hujan Ringan,75 - 95,23 - 31
2017-02-26,Jakarta Timur,Siang,Hujan Lokal,75 - 95,23 - 31
2017-02-26,Jakarta Barat,Siang,Berawan Tebal,75 - 95,23 - 31
2017-02-26,Jakarta Selatan,Siang,Berawan Tebal,75 - 95,23 - 31
2017-02-26,Kepulauan Seribu,Siang,Hujan Petir,75 - 95,23 - 31
2017-02-26,Jakarta Pusat,Siang,Hujan Lokal,75 - 95,23 - 31
2017-02-26,Jakarta Utara,Siang,Hujan Ringan,75 - 95,23 - 31
2017-02-26,Jakarta Timur,Malam,Berawan Tebal,75 - 95,23 - 31
2017-02-26,Jakarta Barat,Malam,Berawan Tebal,75 - 95,23 - 31
2017-02-26,Jakarta Selatan,Malam,Berawan Tebal,75 - 95,23 - 31
2017-02-26,Kepulauan Seribu,Malam,Hujan Petir,75 - 95,23 - 31
2017-02-26,Jakarta Pusat,Malam,Berawan Tebal,75 - 95,23 - 31
2017-02-26,Jakarta Utara,Malam,Hujan Ringan,75 - 95,23 - 31
2017-02-26,Jakarta Timur,Dini Hari,Hujan Lokal,75 - 95,23 - 31
2017-02-26,Jakarta Barat,Dini Hari,Berawan,75 - 95,23 - 31
2017-02-26,Jakarta Selatan,Dini Hari,Berawan,75 - 95,23 - 31
2017-02-26,Kepulauan Seribu,Dini Hari,Hujan Lokal,75 - 95,23 - 31
2017-02-26,Jakarta Pusat,Dini Hari,Berawan Tebal,75 - 95,23 - 31
2017-02-26,Jakarta Utara,Dini Hari,Berawan Tebal,75 - 95,23 - 31
2017-02-27,Jakarta Timur,Pagi,Hujan Lokal,65 - 95,24 - 32
2017-02-27,Jakarta Barat,Pagi,Hujan Ringan,65 - 95,24 - 32
2017-02-27,Jakarta Selatan,Pagi,Hujan Ringan,65 - 95,24 - 32
2017-02-27,Kepulauan Seribu,Pagi,Hujan Lokal,65 - 95,24 - 32
2017-02-27,Jakarta Pusat,Pagi,Hujan Lokal,65 - 95,24 - 32
2017-02-27,Jakarta Utara,Pagi,Berawan,65 - 95,24 - 32
2017-02-27,Jakarta Timur,Siang,Hujan Ringan,65 - 95,24 - 32
2017-02-27,Jakarta Barat,Siang,Hujan Petir,65 - 95,24 - 32
2017-02-27,Jakarta Selatan,Siang,Hujan Petir,65 - 95,24 - 32
2017-02-27,Kepulauan Seribu,Siang,Cerah Berawan,65 - 95,24 - 32
